Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,Delta7,Delta8,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Alpha1,Alpha2,Alpha3,Alpha4,Alpha5,Alpha6,Alpha7,Alpha8,BetaLow1,BetaLow2,BetaLow3,BetaLow4,BetaLow5,BetaLow6,BetaLow7,BetaLow8,BetaMid1,BetaMid2,BetaMid3,BetaMid4,BetaMid5,BetaMid6,BetaMid7,BetaMid8,BetaHigh1,BetaHigh2,BetaHigh3,BetaHigh4,BetaHigh5,BetaHigh6,BetaHigh7,BetaHigh8,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Delta_Avg,Theta_Avg,Alpha_Avg,BetaLow_Avg,BetaMid_Avg,BetaHigh_Avg,Gamma_Avg,Delta_Bipolar_Avg,Theta_Bipolar_Avg,Alpha_Bipolar_Avg,BetaLow_Bipolar_Avg,BetaMid_Bipolar_Avg,BetaHigh_Bipolar_Avg,Gamma_Bipolar_Avg,Label
24.659,19.154,18.987,17.682,16.856,15.176,12.619,12.145,29.001,22.453,22.205,20.705,17.685,18.068,13.477,13.309,20.92,17.559,17.106,16.602,15.281,15.376,14.94,14.583,14.685,15.599,15.328,15.021,15.168,15.076,16.49,13.221,8.381,8.779,9.0,8.993,10.174,10.624,11.996,10.113,11.433,10.574,10.385,9.962,11.176,12.312,14.427,11.542,10.443,9.86,10.228,10.232,10.688,11.409,14.429,10.962,17.16,19.613,16.546,15.074,9.757,11.476,11.031,19.238,22.856,14.854,9.508,5.478,10.198,8.763,Blink
24.56,19.095,18.907,17.575,16.82,14.991,12.577,12.076,28.901,22.447,22.17,20.675,17.72,18.102,13.543,13.315,20.639,17.142,16.771,16.323,14.886,14.881,14.39,14.381,14.759,15.681,15.453,15.194,15.307,15.112,16.619,13.364,8.004,8.555,8.834,8.914,10.112,10.654,12.062,10.142,11.35,10.585,10.371,9.927,11.093,12.323,14.411,11.534,10.377,9.893,10.317,10.316,10.702,11.429,14.318,10.78,17.075,19.609,16.177,15.186,9.66,11.449,11.016,19.123,22.714,14.678,9.397,5.492,10.201,8.752,Blink
24.619,19.083,18.792,17.506,16.553,14.873,12.192,11.657,28.925,22.485,22.199,20.727,17.752,18.144,13.674,13.121,20.124,16.588,16.326,16.035,14.442,14.29,14.062,14.221,14.689,15.665,15.471,15.264,15.351,15.083,16.679,13.422,7.52,8.36,8.68,8.823,10.09,10.643,12.049,10.153,11.186,10.522,10.364,9.925,10.934,12.151,13.984,11.272,10.465,9.948,10.372,10.327,10.648,11.226,13.986,10.484,16.91,19.628,15.761,15.203,9.54,11.292,10.932,19.151,22.719,14.369,9.268,5.291,9.731,8.455,Blink
24.801,19.057,18.617,17.356,16.177,14.622,12.145,11.803,28.558,22.216,21.861,20.437,17.433,17.96,13.605,12.985,19.882,16.382,16.191,16.024,14.321,14.157,14.1,14.264,14.642,15.659,15.501,15.326,15.413,15.052,16.722,13.54,7.573,8.401,8.706,8.791,10.112,10.622,11.974,10.098,11.36,10.683,10.618,10.062,10.97,12.086,13.64,11.115,10.61,10.087,10.567,10.526,10.863,11.411,14.143,10.73,16.822,19.382,15.665,15.232,9.535,11.317,11.117,19.403,22.408,14.18,9.129,5.237,9.343,8.583,Blink
24.84,19.038,18.636,17.445,16.228,14.8,12.723,13.218,28.466,22.143,21.745,20.278,17.285,17.857,13.619,12.871,19.72,16.252,16.054,15.918,14.16,14.127,13.998,14.262,14.71,15.718,15.577,15.395,15.51,15.029,16.747,13.706,7.93,8.657,8.978,9.043,10.325,10.681,11.994,10.222,12.163,11.39,11.42,10.858,11.381,12.234,13.527,11.35,10.662,10.089,10.437,10.321,10.672,11.316,13.838,10.531,17.116,19.283,15.561,15.299,9.729,11.79,10.983,19.665,22.271,14.001,9.074,5.346,9.395,8.543,Blink
24.641,19.182,19.002,18.062,16.64,15.412,13.329,14.748,28.249,22.04,21.575,20.004,17.068,17.787,13.397,12.336,19.455,16.046,15.785,15.679,13.854,13.986,13.62,14.042,14.754,15.757,15.596,15.383,15.54,14.955,16.658,13.77,8.412,8.991,9.349,9.457,10.6,10.762,12.049,10.457,12.482,11.687,11.741,11.27,11.335,11.87,12.981,11.327,10.386,9.909,10.138,9.892,10.243,10.989,13.292,9.859,17.627,19.057,15.308,15.302,10.01,11.837,10.588,19.593,22.114,13.76,9.09,5.522,9.312,8.458,Blink
25.322,20.135,19.931,18.958,17.287,16.252,13.989,15.576,28.131,21.98,21.521,19.997,16.996,17.623,13.461,12.378,19.244,15.872,15.555,15.502,13.671,13.871,13.378,13.849,14.572,15.684,15.49,15.253,15.471,14.811,16.499,13.709,8.554,9.258,9.63,9.781,10.853,10.861,12.145,10.665,12.416,11.664,11.711,11.314,11.224,11.716,12.846,11.225,10.09,9.925,10.109,9.814,10.224,11.008,13.279,9.741,18.431,19.011,15.118,15.186,10.218,11.764,10.524,19.907,22.006,13.534,9.153,5.61,9.24,8.393,Blink
26.009,20.825,20.455,19.268,17.544,16.539,14.158,15.646,28.399,22.335,21.854,20.285,17.409,17.756,13.724,12.428,18.985,15.657,15.294,15.289,13.382,13.7,13.176,13.591,14.275,15.572,15.346,15.1,15.376,14.683,16.374,13.615,8.786,9.546,9.935,10.1,11.14,11.075,12.291,10.873,12.298,11.647,11.666,11.232,11.255,11.771,12.857,11.081,10.069,10.045,10.223,9.865,10.429,11.237,13.33,9.963,18.806,19.274,14.884,15.043,10.468,11.726,10.645,20.548,22.19,13.26,9.189,5.669,9.152,8.405,Blink
25.968,20.865,20.545,19.452,17.726,16.535,14.349,16.119,28.123,22.084,21.606,19.999,17.236,17.312,13.845,12.277,18.559,15.264,14.758,14.687,12.89,13.418,12.923,13.257,14.165,15.535,15.283,15.034,15.317,14.644,16.33,13.552,8.877,9.727,10.109,10.285,11.304,11.218,12.384,10.958,12.207,11.658,11.643,11.159,11.365,11.916,13.001,11.131,9.897,9.69,9.86,9.376,10.215,11.041,13.251,9.905,18.945,19.06,14.469,14.983,10.608,11.76,10.404,20.601,22.061,13.005,9.245,5.707,9.219,8.395,Blink
26.388,21.471,21.299,20.404,18.514,17.233,14.963,17.081,28.042,22.065,21.624,20.094,17.506,17.126,14.239,12.767,17.639,14.339,13.695,13.69,12.12,12.732,12.537,12.824,14.174,15.53,15.277,15.015,15.301,14.655,16.342,13.557,8.915,9.843,10.247,10.469,11.468,11.316,12.479,11.088,12.303,11.732,11.596,11.103,11.285,11.808,13.105,11.192,10.426,10.034,10.031,9.515,10.291,11.121,13.363,10.164,19.669,19.183,13.697,14.981,10.728,11.765,10.618,20.878,21.775,12.465,9.278,5.678,9.356,8.492,Blink
26.826,22.067,21.981,21.106,19.036,17.755,15.543,17.606,28.215,22.303,21.829,20.256,17.803,17.247,14.421,12.721,17.082,13.587,12.847,12.871,11.564,12.139,12.243,12.441,14.193,15.515,15.255,14.979,15.292,14.657,16.344,13.602,8.903,9.91,10.337,10.569,11.58,11.313,12.467,11.181,12.636,12.07,11.801,11.149,11.35,11.853,13.169,11.329,10.422,10.195,10.096,9.539,10.397,11.319,13.668,10.569,20.24,19.349,13.097,14.98,10.783,11.919,10.775,21.284,22.002,12.15,9.326,5.784,9.625,8.702,Blink
26.697,22.066,22.023,21.141,19.048,17.743,15.965,17.729,27.863,21.969,21.505,20.002,17.491,16.807,14.505,12.852,16.784,13.143,12.317,12.218,11.395,11.789,12.462,12.164,14.318,15.513,15.236,14.951,15.304,14.657,16.366,13.694,9.027,10.062,10.536,10.826,11.8,11.384,12.687,11.409,12.62,12.141,11.821,11.057,11.53,12.226,13.499,11.674,9.989,10.296,10.054,9.49,10.583,11.546,13.84,10.997,20.301,19.124,12.784,15.005,10.966,12.071,10.849,21.262,21.708,12.055,9.543,6.056,9.933,8.851,Blink
26.873,22.182,22.082,21.194,19.091,17.767,16.005,17.726,27.991,22.163,21.667,20.16,17.663,16.94,14.533,13.1,17.09,13.416,12.65,12.132,11.871,11.833,12.917,12.066,14.714,15.553,15.31,15.016,15.356,14.665,16.437,13.807,9.16,10.223,10.726,11.04,11.959,11.458,12.956,11.61,12.6,12.332,11.988,11.153,11.89,12.669,14.151,12.218,9.57,10.141,9.797,9.198,10.544,11.574,13.951,11.06,20.365,19.277,12.997,15.107,11.141,12.375,10.729,21.487,21.814,12.333,9.817,6.359,10.3,8.865,Blink
26.906,22.126,21.957,21.043,18.965,17.729,16.013,17.618,28.301,22.586,22.065,20.492,18.039,17.113,14.527,12.985,17.447,13.878,13.234,12.273,12.356,12.004,13.185,11.9,15.216,15.576,15.411,15.105,15.382,14.642,16.46,13.941,9.347,10.225,10.846,11.221,12.005,11.426,13.153,11.66,12.585,12.431,11.999,11.121,11.96,12.76,14.223,12.267,9.536,10.111,9.787,9.19,10.548,11.628,13.994,11.079,20.295,19.513,13.285,15.217,11.235,12.418,10.734,21.529,22.342,12.571,10.026,6.361,10.479,8.863,Blink
26.705,21.831,21.675,20.762,18.642,17.565,16.048,17.574,27.923,22.261,21.708,20.061,17.686,16.685,14.554,12.566,17.564,14.188,13.607,12.299,12.63,12.142,13.292,11.602,15.48,15.523,15.418,15.109,15.329,14.588,16.421,13.982,9.659,10.103,10.85,11.252,11.969,11.319,13.156,11.599,12.712,12.495,12.004,11.031,11.944,12.721,14.166,12.192,9.548,10.16,9.9,9.428,10.589,11.706,14.058,11.053,20.1,19.181,13.415,15.231,11.238,12.408,10.805,21.236,22.076,12.478,10.088,6.392,10.471,8.913,Blink
26.889,21.952,21.799,20.824,18.676,17.614,15.995,17.567,28.1,22.386,21.857,20.267,17.767,16.697,14.569,12.363,17.764,14.36,13.877,12.396,12.704,12.109,13.176,11.366,15.538,15.415,15.354,15.042,15.206,14.49,16.334,13.909,9.976,10.043,10.85,11.272,11.937,11.269,13.122,11.538,12.794,12.463,11.955,10.931,11.875,12.668,14.182,12.104,9.516,10.103,9.938,9.48,10.623,11.704,14.054,11.056,20.164,19.251,13.469,15.161,11.251,12.371,10.809,21.437,22.223,12.483,9.998,6.474,10.456,8.772,Blink
27.14,22.248,22.022,20.972,18.858,17.634,15.998,17.544,28.109,22.515,21.942,20.276,17.911,16.835,14.554,12.265,18.049,14.604,14.174,12.527,12.77,11.995,12.891,10.93,15.566,15.265,15.258,14.951,15.036,14.327,16.219,13.793,10.317,10.001,10.865,11.318,11.931,11.238,13.114,11.523,12.664,12.24,11.779,10.858,11.827,12.656,14.403,12.113,9.665,10.159,9.986,9.555,10.755,11.812,14.216,11.159,20.302,19.301,13.493,15.052,11.288,12.318,10.914,21.806,22.325,12.674,9.882,6.61,10.53,8.795,Blink
27.089,22.119,21.847,20.824,18.53,17.24,15.74,17.431,27.965,22.462,21.861,20.138,17.864,16.719,14.668,12.341,18.301,14.872,14.378,12.633,12.769,11.905,12.591,10.203,15.753,15.227,15.264,14.942,14.943,14.231,16.162,13.702,10.704,10.009,10.897,11.351,11.891,11.175,13.08,11.489,12.077,11.717,11.357,10.445,11.307,12.213,14.231,11.694,9.175,9.885,9.789,9.396,10.594,11.682,14.207,10.974,20.103,19.252,13.456,15.028,11.325,11.88,10.713,21.747,22.168,12.906,9.845,6.723,10.379,8.805,Blink
27.234,22.221,21.957,20.947,18.308,16.984,14.929,17.229,28.237,22.794,22.159,20.459,18.153,17.165,14.564,12.565,18.456,15.127,14.611,13.025,12.879,11.855,12.613,9.679,16.017,15.315,15.377,15.064,14.983,14.279,16.254,13.697,11.238,10.165,11.052,11.494,11.882,11.091,13.01,11.549,11.565,11.118,10.909,9.942,10.584,11.26,13.472,11.304,9.13,9.94,9.833,9.451,10.532,11.592,14.056,10.878,19.976,19.512,13.531,15.123,11.435,11.269,10.676,21.84,22.404,13.17,9.918,6.876,10.153,8.492,Blink
27.267,22.377,22.113,21.093,18.363,16.965,14.548,17.113,28.417,23.156,22.564,20.882,18.629,17.563,14.236,12.74,18.984,15.723,15.192,13.875,13.239,12.18,12.67,9.884,16.248,15.427,15.487,15.192,15.029,14.304,16.311,13.641,11.367,10.21,11.103,11.551,11.842,10.947,12.921,11.562,11.624,11.088,10.873,9.879,10.474,11.168,13.353,11.214,9.903,10.554,10.365,9.954,10.92,11.977,14.301,11.085,19.98,19.773,13.968,15.205,11.438,11.209,11.132,21.93,22.613,13.565,10.02,6.858,10.144,8.505,Blink
27.274,22.388,22.126,21.106,18.376,17.034,14.511,17.094,28.209,22.949,22.305,20.662,18.441,17.45,14.072,12.91,19.163,15.98,15.374,14.128,13.301,12.285,12.446,10.021,16.389,15.466,15.494,15.198,14.95,14.165,16.177,13.367,11.248,9.985,10.904,11.371,11.514,10.416,12.499,11.303,11.541,10.84,10.606,9.586,10.086,11.105,13.336,10.794,10.108,10.804,10.651,10.195,11.001,11.969,14.165,11.213,19.989,19.625,14.087,15.151,11.155,10.987,11.263,21.93,22.366,13.639,10.066,6.646,10.132,8.564,Blink
27.42,22.454,22.235,21.168,18.48,17.208,14.51,17.079,28.435,23.218,22.624,21.039,18.809,17.809,13.676,13.173,19.2,15.992,15.327,14.055,13.206,12.249,12.227,9.996,16.386,15.349,15.321,14.989,14.706,13.796,15.818,12.93,10.998,9.412,10.419,10.925,10.886,9.65,11.977,10.737,11.492,10.72,10.526,9.474,9.973,11.029,13.398,10.723,10.079,10.715,10.604,10.124,10.948,11.902,14.16,11.251,20.069,19.848,14.031,14.912,10.625,10.917,11.223,22.05,22.54,13.653,9.964,6.334,10.163,8.56,Blink
27.449,22.42,22.244,21.139,18.5,17.194,14.561,17.165,28.296,23.172,22.588,21.004,18.874,17.792,13.525,13.099,19.181,15.923,15.282,14.037,13.157,12.181,12.186,10.177,16.198,15.018,14.91,14.522,14.239,13.088,15.134,12.401,10.723,8.838,9.926,10.49,10.311,8.89,11.446,10.224,11.522,10.989,10.628,9.525,10.069,11.039,13.378,10.735,9.931,10.562,10.403,9.904,10.696,11.696,13.972,10.99,20.084,19.794,14.016,14.439,10.106,10.986,11.019,22.127,22.459,13.6,9.775,6.068,10.256,8.48,Blink
27.456,22.488,22.332,21.285,18.734,17.435,14.81,17.644,28.14,22.976,22.409,20.857,18.66,17.458,12.884,13.019,19.109,15.823,15.233,14.053,13.027,12.004,12.074,10.393,15.804,14.429,14.249,13.825,13.507,12.144,14.251,11.84,10.552,8.342,9.483,10.087,9.815,7.91,10.766,9.74,11.627,11.344,10.818,9.628,10.216,11.161,13.451,10.764,10.051,10.688,10.494,9.95,10.789,11.841,14.134,11.105,20.273,19.55,13.964,13.756,9.587,11.126,11.132,22.164,22.292,13.543,9.54,5.791,10.296,8.462,Blink
27.647,22.877,22.747,21.692,19.323,18.023,15.207,18.174,28.072,23.053,22.507,21.035,18.917,17.635,12.785,13.285,18.983,15.762,15.161,14.026,12.895,11.861,12.039,10.434,15.385,13.751,13.513,13.077,12.653,11.302,13.506,11.366,10.603,8.347,9.477,10.098,9.914,7.716,10.66,9.846,11.923,11.581,11.157,10.103,10.557,11.425,13.78,11.24,11.352,11.778,11.628,11.062,12.078,13.132,15.334,12.33,20.711,19.661,13.895,13.069,9.583,11.471,12.337,22.355,22.325,13.44,9.335,5.788,10.382,8.742,Blink
28.073,23.38,23.272,22.109,19.854,18.576,15.681,18.461,27.831,22.904,22.395,20.893,18.864,17.397,12.196,13.099,18.892,15.797,15.163,14.087,12.879,11.735,12.01,10.487,15.004,13.207,12.918,12.535,12.057,10.921,13.122,11.049,10.997,9.05,10.034,10.605,10.522,8.351,11.236,10.32,12.41,11.975,11.735,10.814,11.099,11.756,14.057,11.722,11.559,11.898,11.766,11.244,12.286,13.377,15.528,12.56,21.176,19.447,13.881,12.602,10.139,11.946,12.527,22.716,22.173,13.393,9.206,5.92,10.366,8.716,Blink
28.244,23.508,23.425,22.21,19.957,18.696,15.79,18.495,27.856,22.905,22.388,20.868,18.831,17.359,11.972,12.928,18.882,15.955,15.289,14.305,13.02,11.766,12.027,10.613,14.76,12.948,12.614,12.301,11.837,10.893,12.954,10.832,11.185,9.469,10.36,10.92,10.943,8.849,11.676,10.717,12.678,12.165,12.03,11.125,11.307,11.763,13.975,11.726,11.667,11.966,11.891,11.364,12.398,13.379,15.563,12.745,21.291,19.388,13.982,12.393,10.515,12.096,12.622,22.885,22.197,13.425,9.156,5.902,10.226,8.758,Blink
28.203,23.531,23.461,22.28,20.064,18.774,15.826,18.605,27.771,22.887,22.363,20.811,18.844,17.323,11.661,12.809,18.918,16.191,15.521,14.601,13.267,11.911,11.985,10.737,14.633,12.896,12.51,12.256,11.814,11.044,12.935,10.677,11.282,9.641,10.511,11.057,11.11,9.113,11.919,10.874,12.69,12.202,12.037,11.092,11.315,11.701,13.894,11.611,11.572,11.876,11.804,11.257,12.32,13.326,15.573,12.711,21.343,19.309,14.141,12.346,10.688,12.068,12.555,22.857,22.149,13.525,9.152,5.926,10.142,8.784,Blink
28.374,23.844,23.75,22.636,20.432,19.167,15.973,18.772,27.837,22.976,22.48,20.859,18.976,17.369,11.783,12.856,18.895,16.3,15.605,14.697,13.322,11.863,11.796,10.547,14.576,12.922,12.467,12.234,11.802,11.255,12.965,10.455,11.242,9.655,10.54,11.101,11.174,9.239,12.097,10.964,12.478,12.067,11.837,10.925,11.182,11.632,13.874,11.497,11.454,11.784,11.663,11.1,12.168,13.192,15.481,12.63,21.618,19.392,14.128,12.335,10.752,11.937,12.434,22.902,22.231,13.616,9.188,5.89,10.062,8.725,Blink
28.664,24.168,24.011,22.922,20.664,19.449,16.08,18.601,27.884,23.016,22.529,20.904,19.018,17.442,11.655,12.852,18.919,16.423,15.637,14.706,13.261,11.773,11.586,10.21,14.45,12.868,12.338,12.095,11.686,11.408,13.02,10.11,11.082,9.486,10.378,10.953,11.013,9.19,12.091,10.87,11.702,11.422,11.06,10.047,10.552,11.255,13.801,11.04,11.403,11.783,11.639,11.143,12.187,13.27,15.619,12.656,21.82,19.412,14.064,12.247,10.633,11.36,12.462,23.024,22.257,13.788,9.247,5.731,9.87,8.831,Blink
28.648,24.084,23.862,22.72,20.561,19.338,16.311,18.142,27.903,23.045,22.569,20.94,19.127,17.538,11.818,12.991,18.951,16.59,15.668,14.71,13.186,11.827,11.387,10.016,14.307,12.856,12.219,11.896,11.574,11.486,13.126,9.774,10.803,9.193,10.069,10.663,10.742,9.008,12.049,10.661,11.191,10.978,10.475,9.261,10.192,11.103,13.747,10.712,11.402,11.779,11.637,11.143,12.259,13.293,15.705,12.736,21.708,19.491,14.042,12.155,10.399,10.957,12.494,22.955,22.262,14.012,9.377,5.553,9.711,8.776,Blink
28.125,23.473,23.283,22.184,20.138,18.845,16.225,17.754,27.827,23.013,22.524,20.841,19.153,17.558,12.12,13.061,18.912,16.82,15.678,14.676,13.087,12.172,11.289,10.023,14.356,12.982,12.243,11.818,11.549,11.539,13.178,9.53,10.755,8.919,9.812,10.414,10.466,8.799,11.947,10.434,11.353,11.228,10.563,9.336,10.282,11.157,13.804,10.847,11.457,11.971,11.78,11.348,12.511,13.506,15.906,12.962,21.253,19.512,14.082,12.149,10.194,11.071,12.68,22.5,22.177,14.192,9.516,5.478,9.747,8.893,Blink
28.061,23.228,23.127,22.096,20.016,18.707,16.136,17.702,27.46,22.609,22.159,20.542,18.857,17.236,12.304,13.214,19.249,17.348,15.994,14.857,13.464,13.106,12.038,10.694,14.684,13.277,12.453,11.958,11.622,11.67,13.19,9.442,10.76,8.708,9.597,10.205,10.178,8.517,11.886,10.225,11.615,11.681,10.886,9.724,10.578,11.433,14.046,11.01,11.746,12.185,11.938,11.623,12.7,13.614,16.067,13.073,21.134,19.297,14.594,12.287,10.009,11.372,12.868,22.268,21.812,14.494,9.715,5.445,9.838,8.897,Blink
28.349,23.3,23.174,22.051,19.94,18.654,16.117,17.374,27.549,22.649,22.181,20.544,18.827,17.287,12.839,13.31,19.645,17.897,16.41,15.224,13.916,13.924,12.749,11.362,15.176,13.656,12.813,12.297,11.826,11.941,13.308,9.602,10.782,8.516,9.445,10.057,9.984,8.299,11.867,10.136,12.024,11.898,11.162,10.11,10.844,11.554,14.081,11.123,12.017,12.308,12.013,11.666,12.739,13.643,16.047,13.027,21.12,19.398,15.141,12.577,9.886,11.599,12.932,22.377,21.783,14.833,9.935,5.453,9.857,8.927,Blink
28.122,22.919,22.709,21.429,19.375,18.131,15.741,16.466,27.211,22.244,21.798,20.146,18.368,16.787,12.503,12.851,20.083,18.435,16.803,15.556,14.293,14.502,13.18,11.843,15.538,14.007,13.17,12.691,12.119,12.318,13.573,9.916,10.831,8.277,9.246,9.859,9.755,8.052,11.769,9.997,12.144,11.76,11.05,10.023,10.783,11.507,13.91,11.016,11.654,12.026,11.753,11.49,12.62,13.583,16.046,12.877,20.612,18.989,15.587,12.917,9.723,11.524,12.756,22.136,21.509,15.254,10.048,5.492,9.913,8.911,Blink
27.835,22.512,22.25,20.868,18.906,17.67,15.186,15.739,26.98,21.956,21.551,19.929,18.078,16.556,12.487,12.835,20.462,18.934,17.202,15.91,14.697,14.99,13.552,12.257,15.731,14.271,13.413,12.916,12.363,12.621,13.837,10.189,10.876,8.046,9.054,9.742,9.582,7.939,11.717,9.892,11.783,11.248,10.581,9.762,10.655,11.404,13.959,10.805,11.782,12.065,11.819,11.62,12.77,13.648,16.04,12.792,20.121,18.797,16.001,13.168,9.606,11.274,12.817,21.853,21.244,15.624,10.121,5.532,9.837,8.747,Blink
27.987,22.61,22.357,20.912,18.853,17.598,14.709,15.495,27.138,22.068,21.68,20.058,18.26,16.747,12.88,12.947,20.807,19.407,17.613,16.347,15.01,15.358,13.524,12.475,15.751,14.365,13.514,12.964,12.497,12.82,13.988,10.329,10.92,7.808,8.824,9.464,9.226,7.765,11.417,9.514,11.949,10.989,10.507,9.838,10.47,10.961,13.693,10.463,11.791,11.957,11.746,11.476,12.612,13.548,15.96,12.464,20.065,18.972,16.318,13.278,9.367,11.109,12.694,22.124,21.277,15.956,10.064,5.35,9.606,8.602,Blink
27.85,22.505,22.307,20.85,18.841,17.682,14.824,15.846,26.859,21.863,21.49,19.831,18.114,16.566,12.951,12.81,20.952,19.714,17.845,16.705,15.159,15.584,13.303,12.653,15.539,14.258,13.344,12.766,12.316,12.82,13.863,10.184,11.096,7.753,8.676,9.174,8.929,7.625,11.05,9.132,12.048,10.829,10.508,9.759,10.078,10.332,13.068,9.635,11.878,12.036,11.865,11.55,12.653,13.56,15.945,12.42,20.088,18.811,16.489,13.136,9.179,10.782,12.738,22.094,21.101,16.08,9.864,5.105,9.164,8.62,Blink
27.712,22.473,22.299,20.869,19.025,18.0,15.013,16.318,26.626,21.644,21.269,19.659,18.035,16.728,13.276,13.392,20.841,19.755,17.763,16.739,15.063,15.551,13.102,12.705,15.168,14.069,12.972,12.444,11.909,12.651,13.58,9.789,11.471,8.023,8.781,8.932,8.771,7.619,10.716,8.826,12.004,10.696,10.496,9.87,9.997,10.122,12.935,9.462,11.906,12.149,11.96,11.676,12.757,13.608,15.965,12.524,20.214,18.829,16.44,12.823,9.142,10.698,12.818,21.981,20.6,16.109,9.607,5.179,8.953,8.722,Blink
27.701,22.506,22.322,20.899,19.139,18.108,14.945,16.46,26.934,21.961,21.601,19.927,18.28,17.151,13.336,13.33,20.892,19.775,17.69,16.718,14.863,15.46,12.915,12.628,14.918,13.968,12.709,12.298,11.64,12.475,13.331,9.519,11.703,8.478,9.026,8.919,9.001,7.945,10.86,8.786,11.909,10.776,10.561,10.136,10.249,10.359,13.097,9.783,11.95,12.383,12.106,11.791,13.004,13.799,16.064,12.911,20.26,19.065,16.368,12.607,9.34,10.859,13.001,21.981,20.872,16.314,9.48,5.288,8.925,8.9,Blink
27.58,22.308,22.142,20.748,18.991,18.025,14.924,16.465,26.742,21.845,21.498,19.781,18.278,17.27,13.713,13.729,20.848,19.734,17.561,16.636,14.651,15.381,12.921,12.481,14.887,13.975,12.665,12.377,11.652,12.385,13.243,9.591,11.988,9.028,9.394,9.113,9.312,8.27,11.133,8.924,11.717,10.777,10.535,10.124,10.361,10.536,13.128,9.896,11.941,12.365,12.07,11.81,13.002,13.796,16.099,12.953,20.148,19.107,16.277,12.597,9.645,10.884,13.004,21.781,20.562,16.358,9.527,5.464,8.773,8.907,Blink
27.469,22.03,21.898,20.547,18.763,17.97,14.905,16.461,26.803,21.882,21.606,19.934,18.361,17.514,13.811,13.989,20.679,19.594,17.354,16.489,14.471,15.345,13.139,12.311,14.883,13.994,12.679,12.479,11.781,12.349,13.277,9.765,11.919,9.224,9.477,9.143,9.375,8.352,11.208,8.919,11.652,10.765,10.558,10.135,10.377,10.523,12.889,9.996,11.862,12.36,12.091,11.826,12.978,13.81,16.041,12.981,20.005,19.238,16.173,12.651,9.702,10.862,12.993,21.535,20.493,16.257,9.547,5.503,8.52,8.952,Blink
27.513,22.008,21.868,20.508,18.731,17.943,14.892,16.443,26.785,21.795,21.533,19.877,18.273,17.471,13.794,14.005,20.505,19.432,17.197,16.378,14.378,15.299,13.285,12.19,14.708,13.942,12.597,12.444,11.872,12.348,13.338,9.859,11.753,9.337,9.545,9.154,9.437,8.352,11.221,8.969,11.708,10.878,10.692,10.268,10.389,10.421,12.509,10.01,12.106,12.563,12.327,12.025,13.061,13.757,15.84,12.855,19.988,19.192,16.083,12.638,9.721,10.86,13.067,21.559,20.505,16.109,9.488,5.457,8.307,8.748,Blink
27.4,21.853,21.713,20.33,18.57,17.798,14.909,16.422,26.353,21.304,21.127,19.473,17.92,17.133,13.899,13.976,20.347,19.305,17.05,16.153,14.245,15.239,13.185,12.02,14.381,13.805,12.423,12.286,11.947,12.406,13.457,9.911,11.267,9.211,9.409,8.976,9.436,8.497,11.238,8.927,11.955,11.205,11.043,10.579,10.592,10.447,12.289,9.997,12.176,12.581,12.336,11.987,13.016,13.683,15.714,12.702,19.874,18.898,15.943,12.577,9.62,11.013,13.024,21.417,20.104,15.943,9.452,5.35,8.309,8.766,Blink
27.461,21.763,21.648,20.262,18.45,17.758,15.011,16.472,25.949,20.87,20.655,18.97,17.458,16.911,13.723,13.899,19.954,19.049,16.684,15.661,13.962,15.037,13.215,11.775,14.068,13.644,12.252,12.144,12.109,12.61,13.853,10.108,11.113,9.318,9.562,9.153,9.683,8.966,11.38,9.101,11.96,11.133,11.041,10.658,10.658,10.486,12.366,10.361,11.859,12.199,11.992,11.636,12.773,13.507,15.557,12.548,19.853,18.554,15.667,12.599,9.785,11.083,12.759,21.43,19.608,15.68,9.5,5.429,8.779,8.906,Blink
27.511,21.757,21.642,20.257,18.549,17.917,15.506,16.898,26.102,20.927,20.695,18.97,17.461,16.816,13.716,13.801,19.852,18.949,16.574,15.503,13.966,14.998,13.547,11.945,13.817,13.48,12.1,12.038,12.305,12.899,14.427,10.468,11.13,9.459,9.765,9.409,9.893,9.3,11.476,9.31,12.359,11.203,11.213,10.816,10.684,10.318,12.198,10.482,11.957,12.176,11.972,11.612,12.801,13.533,15.637,12.534,20.005,18.561,15.667,12.692,9.968,11.159,12.778,21.68,19.731,15.614,9.588,5.466,8.983,9.017,Blink
